,0
5322,zs0hf8-Ekrem-Coskun-Kepez-Devlet-Hastahanesi
5323,28qgp8-Firin
5324,q6spwq-gul-asu-Gozleme-Evi
5325,l14l70-imren-lokantasi
5326,ctz9tx-Gurbet-Cafe-Bistro
5327,b2utro-Hicranin-Sevgi-Dolu-Cafesiasma-Alti-Eylul-Cafe
5328,ur2h0i-Hocanin-Yeri
5329,sbdapf-Expres-Doner
5330,6h0t3d-ecem-cafe
5331,aaqozm-Dayinin-Yeri
5332,9mludf-Didem-Bufe
5333,tqwj54-COMOLOCCO-Homes
5334,fdl7em-Canzone-Cafe
5335,2697k8-Candan-Etliekmek
5336,1nji7m-Fener-Cafe-Restaurant
5337,0r4ne5-Cepa-Food-Court
5338,1f2y4t-Gul-Bahce-Mangal-Vadisi
5339,yjdnd0-Josephin-Yeri
5340,i2qc3s-gorkem-pide-firini
5341,dzx3ke-Canan-Unlu-Mamulleri
5342,4ybtk1-Cati-Kafe
5343,2fqk79-Dedem-Kebap
5344,z2l2wp-Goz-Goz-Cay-Evi
5345,5vlg45-Hanimeli-Cafe
5346,hl7dwf-Demirlibahce-Komagene
5347,qznpyl-Hanedan-1453
5348,6gffko-Huzurkent-Cigkofteci-Sait
5349,nhbp14-Emine-Hanim-Mangal-Evi
5350,nukbol-Herbisi
5351,v4snz2-Hilton-Bodrum-Turkbuku-Hilton-Restaurant
5352,8bs5wg-Eltes-Degirmen-Cafe
5353,vud9fd-Hasir-Cafe
5354,wo8o2e-Efnan-Kafe
5355,t99msq-Et-Mangal-Restorant
5356,3hp6ja-Damak-Pastanesi
5357,rddh7c-Eftalia-Splash-Ana-Restorant
5358,p0bqe9-Inceoglu-Pastanesi
5359,su8d4i-Esterres-CAFE
5360,z0kcu4-Halic-Caf
5361,77ufi1-Degirmen
5362,1v85ss-Hasan-Kolcuoglu-Atasehir
5363,szaqnb-Durumcu-Antep-Sofrasi-Mustafa-Usta
5364,yxuqd9-Guzeltepe-Borekcisi
5365,z9e369-Joker-Cafe-Dogugaraji
5366,xfiwxl-Islahiye-VIP-Hazir-Yemek-Ofis
5367,cxfc76-Firinci-Izzet
5368,bxjgit-Dusiko-Gunesli
5369,cabinm-Hotstop-Lounge
5370,vvy1zb-Edes-Coffee
5371,lctfme-Gusto-Savor-Yasamkent
5372,54ryu9-Claros-Restaurant
5373,zpxbai-Cakmakli-Sark-Sofrasi
5374,puu5oc-Firat-Babanin-Yeri
5375,4v0ps3-DAYI-DONER
5376,2qvfpf-Donerci-Riza
5377,wh92bf-Cumhuriyet-Parki-Fisekhane-Caddesi-Bakirkoy-Belediyesi
5378,fqqp5m-Gardrobe-Cafe-Butik
5379,vry8kj-Doyum-Ekmek
5380,1q349o-Ezir-Pasta-Cafe-Restaurant
5381,h56rg5-Genc-CAFE
5382,ux2trj-Club-Sedef
5383,9oyucr-Dostlar-Bufe
5384,baml5f-Envar-Kafeterya
5385,dgty8u-Eren-Cafe
5386,27bxsb-Genc-is-adamlari-dernegi
5387,wbti9b-Deva-Cafe-Restorant
5388,2asrb3-Game-Garden
5389,ey9ahs-Denizer-kahvalti
5390,8lwf6f-deniz-pide-borek-cafe
5391,l16dq7-Emek-Konuk-Evi-Restaurant
5392,hsoif3-deniz-gozleme-evi
5393,m1llf8-Golf-Hause-Agamoglu
5394,uhrnwk-Ege-nif-kadirga
5395,5db88y-CocoBean
5396,50u06b-Cezve-Kahve-Duragi
5397,d282g4-Esle-Dostla-Bahce
5398,5vd2oa-Defne-Park-Cafe
5399,fdq5t6-Faruk-Kofte
5400,zotvlp-Gencler-Unlu-Mamulleri
5401,hb1a56-Divan-Residence-Havuz-Basi-Cafe
5402,y1ehxw-Firin
5403,olgn1v-Elalem-Restaurant
5404,tvond2-Dadas-Sk
5405,0tv4hg-Golbasi-Filiz-Cafe
5406,zgujor-Divan-Hotel-Suites-Restaurant
5407,azvmps-CafeDe-7-Lounge-Bistro
5408,5cidlt-Gramofoni
5409,a5rrug-Cafede-Waffle-Kumpir
5410,p0gxqf-Diyet-Kapimda-Ankara
5411,43msvy-Dilim-Borek
5412,263t0q-FETIH-CAFE
5413,9lmz8f-Femke-Steak-Hause
5414,dk0azc-Gaffar-Et-Kasap
5415,6h1erk-Dayinin-Yeri
5416,e6a0jd-Deniz-Piknik-Alani
5417,ne1wkz-Ibrahim-Usta-Lokantasi
5418,kdt79l-Helvacilar-Pastanesi
5419,i22uah-Cord10-Cafe-Tarabya
5420,90s6y3-Demiryas-Cafe
5421,pxik9o-Huqqabaz
5422,rsgrkn-Gocbeyli-Koyum-Odun-Ekmek-Firini
5423,ylvyj9-Degirmenonu-Kahvalti
5424,kjdo7w-Hakkibaba-Unlumamuller
5425,6a450o-Cumhuriyet-Kiz-Ogrenci-Yurdu-Yemekhanesi
5426,78kqlu-Doga-Koy
5427,fbhbks-hellenika
5428,k2v6eb-febo-cafe-bar
5429,1h80c0-Coffee-Break
5430,ijhlhu-Gumrukcuoglu-Et
5431,quy9nd-Elit-Lokantasi
5432,hcnyeh-Hicaz-Kasabi
5433,nv7zjz-Cakes-Bakes
5434,kandya-HasFirin-Safranbolu-Pasta-Cafe-Restaurant
5435,y44av5-Eylul-Simit-Cafe
5436,v3m7dj-Gecekondu-Mangal
5437,7t49bn-Eskiyol-Cay-Ocagi
5438,pgnw2n-Illa-Simit-Cafe
5439,rsv52v-Dallas-Cafe-Tarabyaustu
5440,h57cot-Edirne-Lisesi-Kantini
5441,ge4n15-Emirgan-Sutis-Merter-Avm
5442,kk9dcr-Izmirim-sogus
5443,e2et3q-harrani-tavukculuk
5444,xglslr-Gucci-Pasta-Cafe
5445,ndzumx-Cafeon3
5446,mxte7b-Gaziantep-Sofrasi-Huseyin-Usta
5447,k9czfh-Evvelce
5448,xdhs6i-Donmez-Gozleme-Evi
5449,qndvqb-G-M
5450,a8mdbj-H-A-Garage
5451,06w0aw-izzettin-odun-ekmegi
5452,rjd0f7-Gaye-Firin-Altindag
5453,lc9600-Gaziantep-Uluoglu-kebap-ve-baklavalari
5454,9h4mm7-Hanimeli-Cafe
5455,80orsv-Cumhuriyet-Kasabi-Mustafa
5456,7xchpm-Hanimaga-Kofte-Izgara-Salonu
5457,fe0ftb-Kofte-bu
5458,71k228-Gonlubeyaz-Kofte
5459,1dawe9-Eryaman-Yht-Gar-Cafe
5460,w5pteg-cafevillabistro
5461,h6ntdq-Cennet-Bahcesi-Cafe-Restaurant
5462,xr82yl-Inciralti-Cafe-Restaurant
5463,lhgkwl-Ege-Bufe
5464,c1rgj6-horoz-doner-cafe
5465,074cbw-Hocaoglu-Pide
5466,3pbog6-Degmenci
5467,3d4j8o-Enise-Cafe-Restaurant
5468,5l3ko7-Kose-Basi-Cafe
5469,ol6grq-Galata-Meyhane
5470,c4lycb-Istanbul-Kadikoy
5471,dvn17t-Deniz-Kizi-Cafe
5472,r8bbjw-Hismanlar-rest-cafe
5473,79d5wy-EzberBozan-Meyhane
5474,6msnr4-Claros-Cafe-Restaurant
5475,kfeg69-Gunkent-Eymen-Cafe
5476,mf8ldl-Hatay-Unlu-Mamuller
5477,g828bm-Double-V
5478,jzzdlk-Erse-Manti-Evi
5479,qthqoa-Dortyol-Tantuni
5480,xjfp5t-Fadil-Usta-Kebap-Doner-Salonu
5481,0mrfje-Durak-Bufe
5482,fluben-Esat-Abinin-Yeri
5483,nokjmh-Elvan-Firin-Cafe
5484,1wzcud-Elfin
5485,5i0nce-Develi-pide
5486,eywww2-Cafe41
5487,ucdnm6-Evka-4-Ege-Simit-Sarayi
5488,oom3b8-gurme-bufe
5489,atnh5q-Cahos-Pub
5490,7xsw4l-Cafe-Tip
5491,730hws-HKMBL-Cati-Restoran
5492,az8ots-Firin-Istanbul
5493,tgqzxt-Jasmines-Restaurant
5494,yb1ldf-Kofteci-Haci-Abinin-Yeri
5495,akenss-Firintas-Cafe
5496,oy7zv6-Cigerci-Muharem-Usta
5497,h691kd-Hanimeli-Ev-Yemekleri
5498,g5yylk-Ipekyolu-Restaurant
5499,4uf7ya-Cafem
5500,jpzwg9-HotelSuadiyeCafe
5501,vcpn58-Gamzenin-Mutfagi
5502,niwpf5-Doga-Parti-Kafe
5503,fihpfz-Harvest-Cafe-Bezmialem-Universitesi
5504,jy4ucv-Damak-Tadi-Kofte-Piyaz
5505,ea47vm-gungor-pide-1
5506,jhcoiv-Gonul-Bahcesi-Cafe
5507,1h5jw0-Caffee-sweet
5508,hmvxh2-Hezarfen-Cafe
5509,afl1hw-Degirmen-Cafe
5510,wwe87j-Gaziantep-Palmiye-Hotel-Restaurant-Salonu
5511,cc0z95-Dolunay-kokorec-cevre-yolu
5512,9uvh3j-Glass-Cafe
5513,8i28vs-Gloria-Jeans-Coffeee
5514,7md5al-Gonul-Bahcesi
5515,g5wmw3-Hunter-Cafe
5516,2m15le-Gencbey-Et-Mangal
5517,85hxa7-Doycan-Uykuluk-ve-Kokorec
5518,31fkda-Firat-Bufe
5519,oc85mt-Cumhuriyet-Firini
5520,e9a5vp-Istanbul-Doner-Bufe
5521,xawij8-Gulsav-Cafe
5522,ims2s7-Garden-Life-Komagene
5523,0bo6be-Hale-Pastane-Cafe
5524,38zzrp-Emir-Et
5525,xhag4m-Hal-Der-Cafe
5526,g0vpky-Fenerbahce-Faruk-Ilgaz-Tesisleri-Divan-Restaurant
5527,aobpzg-Kofteci-Emrullah
5528,d80c0k-Firin-Anatolia
5529,6jg7kf-Deruni-Meyhane-Antakya-Mutfagi
5530,hbp41h-Gozde-Cag-Doner
5531,m1tapp-Fiti-Fiti-Pizza
5532,op5f8s-Havuz-Cafe
5533,0uzxiq-Doga-Park-Restaurant
5534,16dz8c-Cumhuriyet-Kahvesi
5535,q3kngr-Ergun-Kasabi
5536,e3f5p1-Erdogdu-Bufe
5537,klzr6i-Durak-Cafe
5538,92cfp0-Gaziantep-Gumruk-Mudurlugu-Tarik-Sefin-Yeri
5539,g9eqba-Green-Salads
5540,c2w6xw-dilek-ce-lezzetler
5541,cl24lp-Gold-Cafe
5542,gak40q-Denver-Cafe
5543,uqt9ue-cafe-estrada
5544,nr21kz-Emona-Cafe
5545,wr7la7-istanbul-bufe
5546,kkn16d-Dogal-Ekmek-Firini
5547,lttwcy-Fatma-Sultan-Sofrasi
5548,dubh2x-Kosem-Cafe
5549,rjd6i6-faruk-bey-cag-kebap-iskender-pide-et
5550,ytft9r-Hotpoint-Cafe-Restaurant
5551,nihe26-Jayus-Bistro
5552,30agpl-Cira-Cafe
5553,nbxn7g-Istanbul-Pilavcisi-Konyaalti-Sahil
5554,j4busf-Florya-Hakiki-Roma-Dondurmacisi
5555,ba4buf-Ipek-Restaurant-Cafe
5556,6t18v1-cafe-son-nokta
5557,ck616w-Istanbul-Kanatcisi
5558,w6nwq3-Ikram-Cafe
5559,py5rkv-Dark-Firin-Cafe-Unlu-Mamuller
5560,xejx60-Hamur-Isi-Unlu-Mamulleri
5561,9te443-hatay-Sah-kofte
5562,5e33ib-galaxy-aspava
5563,l7hj6y-Eskipazar-Unlu-Mamuller
5564,c617ih-Ciooonun-Yeri
5565,9i6emw-Eryaman-Halimbey-Restaurant
5566,k4492w-florya-sahil-cafe
5567,f5b5ea-Camlica-Kosk-Cafe
5568,wwwh81-Dikmen-vadi-restorant
5569,stk5kh-Da-Vinci-Cafe-Lounge
5570,g94feh-Dondurmaci-Numan-Ve-Ali-Pastanesi
5571,evb4ar-Cafe-Yildiz
5572,rtcs65-ibo-sis-kofte-piyaz
5573,n4933m-gorkem-kiraathanesi
5574,nwucm0-Cigerci-Huseyin
5575,mdbhfw-Ekmek-Sepeti-By-Melih-Aydin
5576,zk0crg-Gur-Unlu-Mamuleri
5577,a0sh3u-Gungorun-Yeri
5578,3kzgau-Gul-Anne
5579,z721ab-Ceylan-Bufe
5580,f6bi2h-Davidofff-Gusto-Yesilkoy
5581,sfl85i-Hazar-Unlu-Mamulleri
5582,gvrkzx-Canin-Yeri
5583,pr2ex7-Hunkr-Restaurant-Cafe
5584,vvaxg3-Cafe-Ratya
5585,zsno89-Haliloglu-Et
5586,m0prij-Esek-Sarap-Evi-Kumda-Kahve
5587,ongav3-Cumhuriyet-Meyhanesi
5588,zxg6wy-Dobruca-Degirmenpark-Tesisleri
5589,vdrjx1-Gossip-Cafe-Bistro
5590,ksejzc-Iso-Et
5591,7i8c1f-Ekonomini-Market
5592,uwzwdt-David-People-Uludag-Universitesi
5593,5wtiei-Caffe-Damore
5594,obkbhw-Dogal-Bufe
5595,4pm1xe-Hira-Kebap
5596,qso2pk-Eylul-Cay-Ocagi
5597,uclyka-Haci-Baba-Kebap-Salonu
5598,j4d0pl-ETZADE-et-mangal
5599,g2lw07-Elisev-Cafe
5600,jyxpdb-cafemiss
5601,pddui7-Dedeoglu-Restaurant
5602,c7iqou-egenin-tek-katmercisi
5603,63qt4i-Donuts-Coffee-House
5604,bvzge6-hasan-kolcuoglu-kurtkoy-subesi
5605,knwjaq-Cevatin-Yeri
5606,z3jcic-Deniz-Simit
5607,bmxtz3-Fatih-Parki-Sosyal-Tesisleri
5608,udybeo-Gusso-Premium
5609,qhhba3-Fasl-i-Han-Cafe
5610,5nl7jz-Emre-Market
5611,btn844-I-B-B-Plaj-Bufe
5612,49qcgr-Degirmen-Cafe-Genel-Merkezi
5613,8irpo5-Etci-Selim-SET-Quesap-Steakhouse
5614,s9m9l6-Gumbet-Belediye-Cafe
5615,wi7phw-DokuzSekiz-Music-Cafe
5616,5w6sjz-Cafe-Rizedins
5617,22e2w2-Gunaydin-Pastanesi
5618,ij1c07-Ersinin-Kahvesi
5619,m90af4-City-Center-Orta-Kat-Restaurant
5620,ja1thr-eyvah-bistro-cafe
5621,nu9zbg-Istasyon-Cafe-Bistro
5622,iu1juk-Ekmek-Diyari
5623,pucynb-Guldeniz-Cafe
5624,z3jw7z-Hanzade-Et-Mangal-Unlu-Mamuller
5625,1tlpph-El-Alem
5626,o90ays-Kofte-Arabasi
5627,27n9ps-Demlik-Cafe
5628,lw1hqz-Gencler-Unlu-Mamulleri
5629,s9yluj-Hacet-Yufka-Imalathane
5630,2v98zu-Eski-Korfez-Lokantasi
5631,g3hqdc-Gumusluk-Holiday-Grill-House
5632,93tl32-Cengelkoy
5633,5qdxp9-Durumcu-Sehmuz-Usta
5634,t0a7gw-Eniste-Pide-Firini
5635,xg8vg7-Joker-Rocca-Cafe
5636,re7uvj-Haburcu-Manti-Kafe
5637,d5v1s2-Farkli-Bi-Yer
5638,a7fyz8-Fatma-Hocanin-Yeri-Mola-Cafe
5639,v0lo45-dinc-doner
5640,34sjux-Elinden-Cafe
5641,wp43hk-Central-Lounge
5642,74vgjv-Ekrem-Usta-Ev-Yemekleri-Lokantasi
5643,pnk2re-Inci-Et-Market-kasap
5644,l56z41-Izmit-Balikci-Tekneleri
5645,9xykkj-Hidromek-Yemekhane
5646,7fhkpk-Diplomali-Seyyar
5647,05v1sf-Doga-Cafe-Kahvalti
5648,fln5by-Devran-Doner-Kebap-Salonu
5649,2e0lyy-ekler-dunyasi
5650,i42lvy-Doktor-Zahid-Firin
5651,a0lf3o-Janna-Breeze-Restaurant-Ala-Carte
5652,6pm45c-Jasmine-Restaurant
5653,omd5h8-Dede-Efendi-Restaurant
5654,sxhvp7-ERZ-Sofra-Cag-Kebap
5655,pmz8h9-Girne-Restaurant
5656,xboytw-Coffee-House
5657,bp6wy2-Fatma-Teyze-Ev-Yemekleri
5658,msztix-Cobalac-Caffe-Del-Amor
5659,nw8pzz-Ilicaksu-Et-ve-Balik-Restauranti
5660,u1lsj7-Demirci-Koy-Kahvesi
5661,ppzru0-Gebze-Center-Teras
5662,l682r5-Denize-Karsi-Cafe
5663,skurrm-Doga-Restaurant-Mahmutsevketpasa-Koyu
5664,yue2s3-Hanfendi-Bahce-Cafe
5665,ydv1of-Hanimeli-Unlu-Mamulleri
5666,79cb3c-Cardak-Restaurant
5667,w39w1w-Eminin-Yeri
5668,pq5doe-Fatma-Baci
5669,ev0h18-Cigerci-Kardesler
5670,f1dhfy-Jackknife
5671,gjfexy-Hacinin-Yeri-Lokanta-Salonu
5672,dmwi5b-Hekimoglu-3-Ekmek-Firini
5673,tiyr43-Has-bahce
5674,mspfdv-Capulus-Cafe-Restaurant
5675,71iovr-Galata-Istanbul-Firin-Cafe
5676,ie5cg9-Hot-Point-Cafe-Restaurant
5677,d1bfor-Helvaci
5678,0d3rlz-Efe-Kizi-Doner
5679,6ib138-Havuzlubahce-Cafe
5680,1jy4eo-Gul-ablanin-yeri
5681,4rx3c7-Green-Salads
5682,n7vj9l-Inkaya-Piknik-Alani
5683,vwf20y-Golbasi-Cafe-Restaurant
5684,4cbvvk-Ekopark-Cafe-Restaurant
5685,36h0g6-Dinek-Restaurant
5686,o125n8-Eti-Tandir
5687,jia5eo-Gonyam-Etliekmek
5688,2zr8pi-Can-Cafe
5689,3jgiln-Corner-Istmarin
5690,f9eojd-Gunes-Firini
5691,rmvsu2-Doga-Ciftligi-Nargile-Cafe
5692,fvnwp0-Force-Kalamis
5693,0oh2ir-Hong-Kong-Cafe-Restaurant
5694,swzwsl-Eniste-nin-Yeri-Cay-Evi
5695,gccy3f-Goldstar-Restaurant
5696,jvnsey-Jon-Cafe
5697,d5xk3w-Hakki-Kasap
5698,7oo0ec-Hasbihal-Cafe
5699,ifjue0-Gulum-Piknik
5700,0ttx0e-Intema-Yasam
5701,qh9a1p-Ilgaz-Pastaneleri
5702,bta1im-cezve-cafe
5703,4aq5ym-Gocmen-Borekcisi
5704,h53c1e-Eflatun-Cafe
5705,mshfn5-Gozde-Bufe
5706,pjvqsa-Findik-Cafe
5707,nbwq9o-Cefe-Deluxe
5708,hhimp4-Guven-cigkofte-midye-Sait
5709,xa9pzv-Donerci-Usta
5710,sqhzk6-Cetinin-yeri
5711,8lf89d-Dayi-Butcher-Steak-House
5712,z9p93w-ege-enes-ortakoy-sanayi-bufe
5713,68u5pk-Ehlikeyf-Plus
5714,56avrf-Grand-Levent-Cafe
5715,jdnn9g-Cooklife-Sanayi
5716,6xd7yp-Haci-Bozan-Ogullari
5717,xk7gjs-Haydo-Cafe-Bistro
5718,drwiu4-Grandesk
5719,2lzknb-Hall-Cafe
5720,lug2hw-Dama-Kebap
5721,d66532-Deniz-Restaurant
5722,sgz85r-Gizemli-Eller-Ev-Yemekleri-Cafe
5723,9yl3vm-imam-hatip-cay-ocagi
5724,10zrkn-Huzur-Bufe-Vitamin-Dunyasi
5725,rtet0k-Dumankaya-Bistro-Cafe
5726,mezwfy-haci-dayim-esnaf-lokantasi
5727,qwbgsa-Halk-Ekmek-Fabrikasi
5728,ox1a3l-Edirne-Borekcisi
5729,ox1y0t-City-Cafe-Restaurant
5730,bh29gc-Ekmegim-Firin-Cafe
5731,hw55l6-Iskolya-Cafe
5732,bfpha5-Gizli-Bahce
5733,y3fr8i-Goksu-Parki-Dag-Cafe
5734,pqjs43-Centauera-Butik-Hotel-Cafe
5735,nzqwqx-Hanci-Iskembe-Salonu
5736,w4q82b-Insaf-Alaturka
5737,5a3ceu-Gultepe-pide
5738,f8oq8m-Firinci-Orhan-Ayas-Yolu-Torekent
5739,yjupt5-Doctors-Bistro-Cafe
5740,lud2eg-Durum-Kebap
5741,is72vg-Cumhuriyet-Cay-Evi
5742,7kdxeb-Florya-Cafe-Nargile
5743,z3kqwe-ESKARYA-RESTAURANT-CAFE
5744,tb2qlo-Israfil-Cay-Ocagi-Ulu-Cami
5745,tzyvx6-Doner-chi
5746,3jp4rt-CLUB-Star
5747,l1v1bl-Gunaydin-Cafe
5748,vqgd4g-HAS-NAS-Ekmek-Firini
5749,ey9hap-Hazal-Teras-Cafe
5750,2bq33y-Dolunay-unlu-mamulleri-Cafe
5751,v7wd2r-Kosem-Borek
5752,019qlc-Eskin-Kardesler-Pide-ve-Borek-Salonu
5753,ynabfl-duha-unlu-mamulleri
5754,yjhohq-Han-batu-cafe
5755,svpag4-Happy-Moons
5756,hiy5h3-GOKMENLER-OCAKBASI
5757,zfpwif-Hocanin-Yeri
5758,fqpsdp-Hacinin-Yeri
5759,87qd9u-Cafe-Pia
5760,740g9i-Dudak-Payi-Meyhanesi
5761,rk6rce-caribou-coffee-viaport-venezia
5762,e55an9-Has-Ekmek-Finike-Subesi
5763,0ffhlv-Cigerci-Tombul
5764,ckwn7c-Hunkar-Cafe
5765,zedxno-Gemlik-Han-Doner
5766,id6vj6-CarrefourSA-Secilmis-Et-Doner
5767,en2ypa-Dogan-Pide-Ve-Cantik-Evi
5768,pka2hz-Ikizler-Pastanesi
5769,7m4n70-EVE-DONUSS
5770,o87reu-Durak-Cay-Evi
5771,sjkaoh-Fasilhane
5772,pq25jh-Ekol-Cafe
5773,jfgb3z-Dolmabahce-Sarayi-Dis-Kafeteryasi
5774,fwb2y6-Dortyol-yelken-restorant
5775,rev5xw-Duzgun-Tantuni
5776,uubopl-D-Cafe-Lojistik
5777,xr5pm7-Cafe-Tramway
5778,wyg0b0-Clup-Vela-Hotel-Restourant
5779,i6dqju-Gunaydin-Steak-House-Izmir-Istinye
5780,b072cd-Dominos-Alibeykoy
5781,u4tro8-Cafem-Rio
5782,p2jzsh-fantastico-Bufe
5783,3ulaib-Dim-Cayi-Latif-Kumasin-Yeri
5784,jstf20-Golden-Cafe-Tunali
5785,usi4at-Cafe-Turkuaz-Tost-Evi
5786,o6ikqj-Dogu-Karadeniz-Ekmek-Firini
5787,7dsqca-Hayalim-Kafe
5788,svw49v-Hatunlar-Bufe
5789,ut2bvf-Elio-Restoran
5790,2vsb81-Cami-Cafe
5791,yd1ilr-Club-House-Cafe
5792,2asxau-Fokurtu-Cafe
5793,j1chun-halic-cafe
5794,hbl55r-Chaplin-Cafe-Restaurant
5795,ccw88n-Hasan-Oranli-Baklava-Borek
5796,9do5h9-Erdem-Koftecisi
5797,a8vwlo-Kosem-Bufe
5798,9zdpop-Elemental-Gusto
5799,lro00k-Erciyes-Cafe
5800,77drd2-Hikmet-Et-Mangal
5801,3q8f7e-HAS-ETLIEKMEK-LAHMACUN-PIDE-SALONU
5802,s9iqp1-Eze-Manti
5803,77yxse-Firinabi-Bakery-Coffee
5804,27hyro-Gungor-Unlu-Mamulleri
5805,uak4ro-Gaziantepli-ahmet-usta
5806,dgf6o9-Helvacilar
5807,elfh3n-Don-Kisot
5808,kdb0cf-Ekmek-Koy-Firini-Pasta-Cafe
5809,zba02n-Ezgi-Turku-Evi
5810,q2wm4h-Hekim-Cafe
5811,ae80k1-Kofte-Alem
5812,omu5jk-Firin-Izmir-Lokanta
5813,rbsgdw-Elif-Restoran
5814,77w6ch-Dogan-Yataganli
5815,ivzf7w-Koskler-Firin
5816,afaxyw-Havuzbasi-Restaurant
5817,4tveak-Dumankaya-Yenisehir-Evleri-Cafe
5818,2q9c40-Destina-Bufe
5819,gn2705-Cinaralti
5820,m8cr4e-Flap-Jack
5821,zse2n8-Fern-Cafe-Eatery
5822,2kjpfi-Etlik-Cay-Sevenler-Dernegi
5823,jfv41w-firin-sanati
5824,4nkubh-Huzur-Ekmek-Unlu-Mamulleri
5825,44eh4u-Hacisayit
5826,zhxxdr-Fahri-Bey-Akcaabat-Kofte
5827,t8ao0i-Ekin-Pastanesi
5828,ey2qtd-Emniyet-Park-Cay-Bahcesi
5829,kqp6wr-Camlikbahce-Restaurant
5830,sohd2z-Fettah-Usta-Et-Steak-Kebap
5831,9pfoh2-Gonch-Kitchen
5832,gilv94-Hatca-ana-kokorec
5833,ztp0fg-Erdogmus-Market
5834,2bajws-El-Faris-Lokanta
5835,2mt3g2-Ebil-Cafe
5836,x0i8hu-Dere-De-Kafe
5837,rroig6-Cafe-Renova
5838,wmq8t8-Erayim-Izgara-Evi
5839,ki2vre-iller-bankasi-karlidag-kebap
5840,t9jndq-Kofteci-Ali-Dayi
5841,c19l17-Coffeeco-Urla
5842,1vgrnf-Evet-Steak-House
5843,q1p1u7-Eos-Cafe
5844,aq758t-Defne-Mini-Cafe
5845,jv8age-Cafe-Sobotta
5846,htp14o-Cancekti
5847,a88kcw-Fuaye-Cafe
5848,2nyi1a-Isis-Hotel-Balik-Restaurant
5849,xlmsor-Firin-Cafe
5850,dar7tu-Jr-Bee
5851,kbxot7-Hamamonu-kumdakahve
5852,aw7x2b-Halk-Sofrasi
5853,az4n33-florya-kasapoglu
5854,io66bj-Has-Antepli-Baklava
5855,wjix8l-Ekmesan-Firin
5856,6bjlmr-Gozdagi-Adiyaman-Cigkofte
5857,cd9z8t-Gozde-Pastanesi
5858,wcnqtl-enez-aile-sirketi
5859,7gknzx-Dodo-Dondurmacim-Sahlepcim
5860,9ypicp-Cukurabar
5861,botaj4-Hilal-Koy-Kahvaltisi-Mangal
5862,3wqxai-Izmir-Cafe
5863,tvbj9e-Gizli-Bahce
5864,2utahg-Guvenlik-Firin
5865,xggh9b-Idealtepe-Istasyon-Kebap
5866,0mvv58-Hakan-Yavas-Cafe-Bar
5867,16t3dx-Caffe-Di-Fiore-Meram
5868,6q198r-Coggo-Cafe-Butik-Pasta
5869,qlmyci-Gnay-Kebap
5870,g93j9c-Hisarogullari-Unlu-Mamuller
5871,mj1kr0-Cupcakes
5872,hvg6rc-Hanedan-Kosk-Restoran
5873,vzuiu3-durak-cafe
5874,ljkz30-Egekent-Aktarma-BUFE
5875,jy7t90-celikkiran-urfa-kebap-lahmacun
5876,9r8ydt-Gurme-Kofteci-Kara-Taga
5877,6idc1p-Cakestar-Pasta-Cafe
5878,mb7px6-DoyDoy-Kokorec
5879,uljnqm-Cafe-Sweet
5880,696g4x-Gomlekli-Kahvalti-Izgara-Steak
5881,u4zx2z-Durum-Taksi
5882,h549m4-Dilek-Cafe-Avrupa-Konutlari-3
5883,4cdgo4-Ekin-Restaurant
5884,etqeo1-Ertan-Eglenceli-Restaurant-Meyhane
5885,aomz0s-Doyum-Unlu-Mamullerihttps-instagram-com-p-BB4luCErjvv
5886,pre96y-Gumusdere-Koy-Koftecisi
5887,5vmui6-efsane-kumrucu
5888,tunr0x-Edirne-Kofteci-Osman
5889,x0h03w-Cekmekoy-Elit
5890,umt85h-icmeler-firin
5891,o8qigp-Esinti
5892,h3yrk4-Garaj-55
5893,a372gl-Eskisehir-Kafeler-Sokagi
5894,qqwo7q-Ev-Art-Cafe-Bistro
5895,fdm510-junior-life
5896,u3p5b5-Emre-Yemek
5897,8t3k06-Grand-Kaptan-Restaurant
5898,ek7teu-Inci-Borek-Salonu-Cem-Aktas
5899,rj4cr2-Girit-Balik-Evi-Dedenin-Yeri
5900,ndvmt4-Dortyol-Cafe-Kahvehane
5901,aw4d3t-Gul-Bahcesi
5902,j7m728-Can-Pide-Semikler
5903,0nie9q-Haci-Sayid
5904,fenclx-Grand-Park-Lara-Restaurant
5905,s6816u-Cream-Bakery
5906,3ddbqk-Citir-usta
5907,b3sbgz-Etimesgut
5908,r1m7yt-Grasidi-Meyhane
5909,yiwm5j-Calista-La-Carne-Restaurant
5910,ikcpg5-Duygu-Kafe
5911,yv7kkz-Guverte
5912,hbzyfe-haydarpasa-deniz-bufe
5913,2awzmr-Hayal-Bistro-Cafe
5914,kpj15m-Kosk-Restaurant
5915,j97uz0-firin-Istanbul
5916,9e6a2h-Haci-Baba-Kebap
5917,6mqieb-efe-simit-firini
5918,o4wvgk-Esranin-Ewi
5919,fcv02y-Divan-Brasserie
5920,huxv94-Kofteci-Ahmet-Abi
5921,psy7ft-Durumcu-Halim-Usta
5922,q3230x-Evlatlar-Pide-Firini
5923,m8q4uc-Hocanin-Yeri
5924,bctwfj-Gungormusler-Konagi
5925,w7qf1z-Dilek-Agci-Mangal-Yeri
5926,28cx2w-Ekrem-Coskun-Doner-Kepez-Belediye-Sb
5927,tcj6ci-halic-universitesi-ARKA-SOKAK-CAFE
